air_temp,clearsky_ghi,cloud_opacity,ghi,wind_speed_10m,zenith,period_end,period
4,181,0,181,3.7,78,2022-07-07T23:00:00+00:00,PT60M
5,335,0,335,4.3,69,2022-07-08T00:00:00+00:00,PT60M
6,453,12,396,5.1,63,2022-07-08T01:00:00+00:00,PT60M
7,518,3.3,502,5.7,59,2022-07-08T02:00:00+00:00,PT60M
8,525,0.5,523,6,58,2022-07-08T03:00:00+00:00,PT60M
8,473,2.5,462,5.8,61,2022-07-08T04:00:00+00:00,PT60M
8,368,2.9,358,5.5,67,2022-07-08T05:00:00+00:00,PT60M
8,223,4,213,5.2,75,2022-07-08T06:00:00+00:00,PT60M
7,64,29.6,46,4.7,85,2022-07-08T07:00:00+00:00,PT60M
6,0,28.7,0,4.5,96,2022-07-08T08:00:00+00:00,PT60M
6,0,0,0,4.4,107,2022-07-08T09:00:00+00:00,PT60M
5,0,16.5,0,4.2,119,2022-07-08T10:00:00+00:00,PT60M
5,0,1.2,0,4.1,131,2022-07-08T11:00:00+00:00,PT60M
5,0,15.7,0,3.9,143,2022-07-08T12:00:00+00:00,PT60M
5,0,0,0,3.6,155,2022-07-08T13:00:00+00:00,PT60M
4,0,0,0,3.4,165,2022-07-08T14:00:00+00:00,PT60M
4,0,1.2,0,3.3,166,2022-07-08T15:00:00+00:00,PT60M
4,0,0,0,3.3,158,2022-07-08T16:00:00+00:00,PT60M
3,0,0,0,3.3,147,2022-07-08T17:00:00+00:00,PT60M
2,0,4.7,0,3.1,135,2022-07-08T18:00:00+00:00,PT60M
2,0,6.2,0,3,122,2022-07-08T19:00:00+00:00,PT60M
2,0,12.5,0,2.6,110,2022-07-08T20:00:00+00:00,PT60M
1,0,24.1,0,2.1,99,2022-07-08T21:00:00+00:00,PT60M
2,33,15.4,33,1.8,88,2022-07-08T22:00:00+00:00,PT60M
4,183,0,183,2,78,2022-07-08T23:00:00+00:00,PT60M
5,337,0,337,2.2,69,2022-07-09T00:00:00+00:00,PT60M
6,453,0,453,2.2,62,2022-07-09T01:00:00+00:00,PT60M
8,517,0,517,2.2,59,2022-07-09T02:00:00+00:00,PT60M
10,524,0,524,2.3,58,2022-07-09T03:00:00+00:00,PT60M
11,474,5.9,447,1.9,61,2022-07-09T04:00:00+00:00,PT60M
11,370,46,202,1.6,67,2022-07-09T05:00:00+00:00,PT60M
10,225,66.3,76,1.5,75,2022-07-09T06:00:00+00:00,PT60M
8,65,29.8,40,1.4,85,2022-07-09T07:00:00+00:00,PT60M
6,0,28.7,0,1.4,96,2022-07-09T08:00:00+00:00,PT60M
4,0,11.3,0,1.4,107,2022-07-09T09:00:00+00:00,PT60M
3,0,11,0,1.8,119,2022-07-09T10:00:00+00:00,PT60M
3,0,37.1,0,2,131,2022-07-09T11:00:00+00:00,PT60M
3,0,14.8,0,1.9,143,2022-07-09T12:00:00+00:00,PT60M
3,0,3,0,1.8,155,2022-07-09T13:00:00+00:00,PT60M
3,0,5.4,0,1.7,164,2022-07-09T14:00:00+00:00,PT60M
3,0,14.4,0,1.9,166,2022-07-09T15:00:00+00:00,PT60M
4,0,2.1,0,2.3,158,2022-07-09T16:00:00+00:00,PT60M
4,0,9.8,0,3,147,2022-07-09T17:00:00+00:00,PT60M
5,0,10.8,0,3.9,135,2022-07-09T18:00:00+00:00,PT60M
5,0,6.5,0,4.8,122,2022-07-09T19:00:00+00:00,PT60M
5,0,4.1,0,5.3,110,2022-07-09T20:00:00+00:00,PT60M
5,0,11.8,0,5.3,99,2022-07-09T21:00:00+00:00,PT60M
5,30,0,30,4.6,88,2022-07-09T22:00:00+00:00,PT60M
4,176,0,176,4,78,2022-07-09T23:00:00+00:00,PT60M
5,331,0,331,4.7,69,2022-07-10T00:00:00+00:00,PT60M
6,449,5.2,427,5.9,62,2022-07-10T01:00:00+00:00,PT60M
8,516,10.8,459,6.2,59,2022-07-10T02:00:00+00:00,PT60M
10,526,32.5,355,5.9,58,2022-07-10T03:00:00+00:00,PT60M
10,477,12.2,417,5.4,61,2022-07-10T04:00:00+00:00,PT60M
10,373,8.6,341,4.8,67,2022-07-10T05:00:00+00:00,PT60M
10,227,10.9,200,3.9,75,2022-07-10T06:00:00+00:00,PT60M
8,65,1,64,3,85,2022-07-10T07:00:00+00:00,PT60M
6,0,8.2,0,2.7,95,2022-07-10T08:00:00+00:00,PT60M
4,0,0,0,2.8,107,2022-07-10T09:00:00+00:00,PT60M
4,0,1.5,0,2.3,119,2022-07-10T10:00:00+00:00,PT60M
4,0,0,0,1.9,131,2022-07-10T11:00:00+00:00,PT60M
3,0,3.1,0,2.1,143,2022-07-10T12:00:00+00:00,PT60M
3,0,0,0,2.1,155,2022-07-10T13:00:00+00:00,PT60M
3,0,1.5,0,2.2,164,2022-07-10T14:00:00+00:00,PT60M
2,0,10.3,0,2.3,166,2022-07-10T15:00:00+00:00,PT60M
2,0,7.4,0,2.2,158,2022-07-10T16:00:00+00:00,PT60M
1,0,0,0,2.1,147,2022-07-10T17:00:00+00:00,PT60M
1,0,1.5,0,1.9,135,2022-07-10T18:00:00+00:00,PT60M
0,0,7.7,0,1.7,122,2022-07-10T19:00:00+00:00,PT60M
-1,0,11,0,1.8,110,2022-07-10T20:00:00+00:00,PT60M
-1,0,12.3,0,1.9,99,2022-07-10T21:00:00+00:00,PT60M
0,33,0.6,33,1.8,88,2022-07-10T22:00:00+00:00,PT60M
2,184,7.9,173,1.5,78,2022-07-10T23:00:00+00:00,PT60M
4,339,0,339,1,69,2022-07-11T00:00:00+00:00,PT60M
7,458,0,458,0.6,62,2022-07-11T01:00:00+00:00,PT60M
8,525,0.1,524,0.3,58,2022-07-11T02:00:00+00:00,PT60M
10,534,1.2,528,1,58,2022-07-11T03:00:00+00:00,PT60M
10,483,13.8,418,1.4,61,2022-07-11T04:00:00+00:00,PT60M
11,379,21,301,1.5,67,2022-07-11T05:00:00+00:00,PT60M
10,232,41.3,142,1.4,75,2022-07-11T06:00:00+00:00,PT60M
9,70,16.2,54,1.5,85,2022-07-11T07:00:00+00:00,PT60M
6,0,48.6,0,1.9,95,2022-07-11T08:00:00+00:00,PT60M
4,0,30.1,0,2.1,107,2022-07-11T09:00:00+00:00,PT60M
4,0,13,0,1.9,119,2022-07-11T10:00:00+00:00,PT60M
3,0,12.4,0,1.5,131,2022-07-11T11:00:00+00:00,PT60M
2,0,7.4,0,1,143,2022-07-11T12:00:00+00:00,PT60M
1,0,6.4,0,0.6,155,2022-07-11T13:00:00+00:00,PT60M
0,0,10.5,0,0.4,164,2022-07-11T14:00:00+00:00,PT60M
-0,0,9.3,0,0.5,166,2022-07-11T15:00:00+00:00,PT60M
-1,0,25,0,0.5,158,2022-07-11T16:00:00+00:00,PT60M
-1,0,34.3,0,0.5,147,2022-07-11T17:00:00+00:00,PT60M
-2,0,14.7,0,0.5,135,2022-07-11T18:00:00+00:00,PT60M
-2,0,33.1,0,0.5,122,2022-07-11T19:00:00+00:00,PT60M
-2,0,29.8,0,0.5,110,2022-07-11T20:00:00+00:00,PT60M
-2,0,33.9,0,0.5,99,2022-07-11T21:00:00+00:00,PT60M
-1,34,43.7,18,0.7,88,2022-07-11T22:00:00+00:00,PT60M
-0,184,25.4,147,0.7,77,2022-07-11T23:00:00+00:00,PT60M
2,336,3.2,326,0.7,69,2022-07-12T00:00:00+00:00,PT60M
4,451,2.3,442,0.9,62,2022-07-12T01:00:00+00:00,PT60M
7,516,0,516,1.5,58,2022-07-12T02:00:00+00:00,PT60M
8,523,8,482,1.9,58,2022-07-12T03:00:00+00:00,PT60M
9,473,33.1,319,2.1,61,2022-07-12T04:00:00+00:00,PT60M
8,370,43.5,205,2.3,67,2022-07-12T05:00:00+00:00,PT60M
8,225,50.5,114,2.3,75,2022-07-12T06:00:00+00:00,PT60M
6,67,42.7,33,2,84,2022-07-12T07:00:00+00:00,PT60M
4,0,57.3,0,1.9,95,2022-07-12T08:00:00+00:00,PT60M
2,0,61.2,0,2,107,2022-07-12T09:00:00+00:00,PT60M
2,0,47.6,0,2,119,2022-07-12T10:00:00+00:00,PT60M
2,0,33.3,0,1.7,131,2022-07-12T11:00:00+00:00,PT60M
2,0,42.9,0,1.4,143,2022-07-12T12:00:00+00:00,PT60M
2,0,35.5,0,1.1,155,2022-07-12T13:00:00+00:00,PT60M
2,0,31.2,0,0.9,164,2022-07-12T14:00:00+00:00,PT60M
1,0,33.9,0,0.9,166,2022-07-12T15:00:00+00:00,PT60M
1,0,32.6,0,1.1,158,2022-07-12T16:00:00+00:00,PT60M
1,0,29.8,0,1.3,147,2022-07-12T17:00:00+00:00,PT60M
1,0,52.8,0,1.4,134,2022-07-12T18:00:00+00:00,PT60M
1,0,63.3,0,1.4,122,2022-07-12T19:00:00+00:00,PT60M
1,0,42.6,0,1.3,110,2022-07-12T20:00:00+00:00,PT60M
1,0,56.4,0,1.4,99,2022-07-12T21:00:00+00:00,PT60M
2,34,32.1,25,1.5,87,2022-07-12T22:00:00+00:00,PT60M
3,182,21.5,147,1.5,77,2022-07-12T23:00:00+00:00,PT60M
5,337,0.9,335,1.7,69,2022-07-13T00:00:00+00:00,PT60M
7,454,3.6,439,2.4,62,2022-07-13T01:00:00+00:00,PT60M
8,521,34,342,3,58,2022-07-13T02:00:00+00:00,PT60M
9,529,17.2,438,3,58,2022-07-13T03:00:00+00:00,PT60M
10,480,12.2,420,2.9,61,2022-07-13T04:00:00+00:00,PT60M
10,377,11.2,338,3,66,2022-07-13T05:00:00+00:00,PT60M
10,232,19.4,189,2.9,75,2022-07-13T06:00:00+00:00,PT60M
8,72,22.8,51,2.4,84,2022-07-13T07:00:00+00:00,PT60M
5,0,5.4,0,2.1,95,2022-07-13T08:00:00+00:00,PT60M
4,0,5.1,0,2.1,107,2022-07-13T09:00:00+00:00,PT60M
2,0,0,0,2.1,119,2022-07-13T10:00:00+00:00,PT60M
1,0,1.1,0,2.2,131,2022-07-13T11:00:00+00:00,PT60M
0,0,0,0,2.4,143,2022-07-13T12:00:00+00:00,PT60M
-0,0,0,0,2.4,155,2022-07-13T13:00:00+00:00,PT60M
-0,0,1.5,0,2.1,164,2022-07-13T14:00:00+00:00,PT60M
-1,0,0,0,1.9,166,2022-07-13T15:00:00+00:00,PT60M
-1,0,2.5,0,2,158,2022-07-13T16:00:00+00:00,PT60M
-1,0,0,0,2.1,147,2022-07-13T17:00:00+00:00,PT60M
-1,0,3,0,2.3,134,2022-07-13T18:00:00+00:00,PT60M
-1,0,0,0,2.3,122,2022-07-13T19:00:00+00:00,PT60M
-1,0,0,0,2.4,110,2022-07-13T20:00:00+00:00,PT60M
-1,0,1.5,0,2.4,98,2022-07-13T21:00:00+00:00,PT60M
-0,36,0,36,2.2,87,2022-07-13T22:00:00+00:00,PT60M
2,191,0,191,1.8,77,2022-07-13T23:00:00+00:00,PT60M
4,349,0,349,1.6,69,2022-07-14T00:00:00+00:00,PT60M
6,470,0,470,1.7,62,2022-07-14T01:00:00+00:00,PT60M
8,539,0,539,1.8,58,2022-07-14T02:00:00+00:00,PT60M
10,548,0,548,1.6,58,2022-07-14T03:00:00+00:00,PT60M
11,496,0,496,1.4,60,2022-07-14T04:00:00+00:00,PT60M
11,390,0,390,1.7,66,2022-07-14T05:00:00+00:00,PT60M
11,240,0,240,1.9,74,2022-07-14T06:00:00+00:00,PT60M
9,75,0,75,1.8,84,2022-07-14T07:00:00+00:00,PT60M
5,0,3.9,0,1.8,95,2022-07-14T08:00:00+00:00,PT60M
2,0,0,0,1.4,107,2022-07-14T09:00:00+00:00,PT60M
1,0,0,0,0.8,119,2022-07-14T10:00:00+00:00,PT60M
-0,0,0,0,0.6,131,2022-07-14T11:00:00+00:00,PT60M
-1,0,3.2,0,0.8,143,2022-07-14T12:00:00+00:00,PT60M
-2,0,3.1,0,1,154,2022-07-14T13:00:00+00:00,PT60M
-2,0,10.3,0,1.1,164,2022-07-14T14:00:00+00:00,PT60M
-2,0,6.9,0,1.2,165,2022-07-14T15:00:00+00:00,PT60M
-2,0,0,0,1.3,158,2022-07-14T16:00:00+00:00,PT60M
-3,0,0,0,1.2,146,2022-07-14T17:00:00+00:00,PT60M
-3,0,0,0,1,134,2022-07-14T18:00:00+00:00,PT60M
-3,0,4.2,0,0.8,122,2022-07-14T19:00:00+00:00,PT60M
-3,0,12.8,0,0.6,110,2022-07-14T20:00:00+00:00,PT60M
-3,0,12.9,0,0.5,98,2022-07-14T21:00:00+00:00,PT60M
-3,37,0,37,0.5,87,2022-07-14T22:00:00+00:00,PT60M
-0,194,0,194,0.5,77,2022-07-14T23:00:00+00:00,PT60M
2,352,0,352,0.4,68,2022-07-15T00:00:00+00:00,PT60M
4,473,0,473,0.9,62,2022-07-15T01:00:00+00:00,PT60M
6,541,0,541,1.7,58,2022-07-15T02:00:00+00:00,PT60M
8,551,0,551,2.4,57,2022-07-15T03:00:00+00:00,PT60M
9,500,0,500,2.9,60,2022-07-15T04:00:00+00:00,PT60M
9,395,0,395,2.7,66,2022-07-15T05:00:00+00:00,PT60M
8,246,0,246,2.3,74,2022-07-15T06:00:00+00:00,PT60M
6,79,0,79,2.1,84,2022-07-15T07:00:00+00:00,PT60M
2,0,1.2,0,1.9,95,2022-07-15T08:00:00+00:00,PT60M
-1,0,0,0,1.9,106,2022-07-15T09:00:00+00:00,PT60M
-2,0,0,0,1.6,118,2022-07-15T10:00:00+00:00,PT60M
-3,0,0,0,1.3,131,2022-07-15T11:00:00+00:00,PT60M
-3,0,17.7,0,1.2,143,2022-07-15T12:00:00+00:00,PT60M
-2,0,54.8,0,1.4,154,2022-07-15T13:00:00+00:00,PT60M
-2,0,25.7,0,1.6,164,2022-07-15T14:00:00+00:00,PT60M
-1,0,7.1,0,1.5,165,2022-07-15T15:00:00+00:00,PT60M
-1,0,32,0,1.4,158,2022-07-15T16:00:00+00:00,PT60M
-1,0,37.5,0,1.3,146,2022-07-15T17:00:00+00:00,PT60M
-1,0,40.2,0,1.2,134,2022-07-15T18:00:00+00:00,PT60M
-1,0,46.5,0,1.4,122,2022-07-15T19:00:00+00:00,PT60M
-1,0,75.2,0,1.5,110,2022-07-15T20:00:00+00:00,PT60M
-0,0,73.3,0,1.5,98,2022-07-15T21:00:00+00:00,PT60M
-0,35,47.9,19,1.5,87,2022-07-15T22:00:00+00:00,PT60M
1,188,51.2,91,1.5,77,2022-07-15T23:00:00+00:00,PT60M
2,346,43.2,201,1.7,68,2022-07-16T00:00:00+00:00,PT60M
3,467,18.4,382,2.1,62,2022-07-16T01:00:00+00:00,PT60M
4,534,11.3,473,2.5,58,2022-07-16T02:00:00+00:00,PT60M
7,543,35.5,349,2.9,57,2022-07-16T03:00:00+00:00,PT60M
8,493,12.8,431,3.1,60,2022-07-16T04:00:00+00:00,PT60M
8,389,11.2,345,3.2,66,2022-07-16T05:00:00+00:00,PT60M
8,243,16,201,3,74,2022-07-16T06:00:00+00:00,PT60M
6,79,1.6,77,2.5,84,2022-07-16T07:00:00+00:00,PT60M
4,0,1.5,0,2.3,95,2022-07-16T08:00:00+00:00,PT60M
2,0,0.7,0,2.6,106,2022-07-16T09:00:00+00:00,PT60M
2,0,0,0,2.8,118,2022-07-16T10:00:00+00:00,PT60M
1,0,0,0,3.1,131,2022-07-16T11:00:00+00:00,PT60M
2,0,0,0,3.7,143,2022-07-16T12:00:00+00:00,PT60M
3,0,0,0,4.3,154,2022-07-16T13:00:00+00:00,PT60M
3,0,0,0,4.8,164,2022-07-16T14:00:00+00:00,PT60M
3,0,4.7,0,5.1,165,2022-07-16T15:00:00+00:00,PT60M
3,0,3.2,0,5.3,158,2022-07-16T16:00:00+00:00,PT60M
3,0,6.9,0,5.6,146,2022-07-16T17:00:00+00:00,PT60M
4,0,6.5,0,5.9,134,2022-07-16T18:00:00+00:00,PT60M
4,0,0,0,6,122,2022-07-16T19:00:00+00:00,PT60M
5,0,0,0,6,110,2022-07-16T20:00:00+00:00,PT60M
5,0,0,0,5.9,98,2022-07-16T21:00:00+00:00,PT60M
6,36,0,36,5.6,87,2022-07-16T22:00:00+00:00,PT60M
7,188,0,188,5.2,77,2022-07-16T23:00:00+00:00,PT60M
8,343,0,343,5.5,68,2022-07-17T00:00:00+00:00,PT60M
9,462,0,462,6.4,62,2022-07-17T01:00:00+00:00,PT60M
10,529,0,529,7.1,58,2022-07-17T02:00:00+00:00,PT60M
11,537,1.3,530,7.3,57,2022-07-17T03:00:00+00:00,PT60M
11,486,6.9,452,7.1,60,2022-07-17T04:00:00+00:00,PT60M
11,383,14.7,333,6.7,66,2022-07-17T05:00:00+00:00,PT60M
10,237,32.2,171,6.3,74,2022-07-17T06:00:00+00:00,PT60M
9,76,56.6,24,6,84,2022-07-17T07:00:00+00:00,PT60M
8,0,47,0,5.9,95,2022-07-17T08:00:00+00:00,PT60M
8,0,39,0,5.8,106,2022-07-17T09:00:00+00:00,PT60M
8,0,46.1,0,5.4,118,2022-07-17T10:00:00+00:00,PT60M
7,0,59.5,0,5.2,130,2022-07-17T11:00:00+00:00,PT60M
7,0,65.3,0,5.4,143,2022-07-17T12:00:00+00:00,PT60M
6,0,69.7,0,5.4,154,2022-07-17T13:00:00+00:00,PT60M
6,0,26.3,0,5.3,163,2022-07-17T14:00:00+00:00,PT60M
6,0,9.7,0,5.3,165,2022-07-17T15:00:00+00:00,PT60M
6,0,19,0,5.2,157,2022-07-17T16:00:00+00:00,PT60M
5,0,2,0,5.1,146,2022-07-17T17:00:00+00:00,PT60M
5,0,5.2,0,5,134,2022-07-17T18:00:00+00:00,PT60M
4,0,9.5,0,4.8,122,2022-07-17T19:00:00+00:00,PT60M
3,0,2.5,0,4.5,110,2022-07-17T20:00:00+00:00,PT60M
2,0,0,0,4.3,98,2022-07-17T21:00:00+00:00,PT60M
3,40,0,40,3.8,87,2022-07-17T22:00:00+00:00,PT60M
4,200,0,200,3.8,77,2022-07-17T23:00:00+00:00,PT60M
5,358,0,358,4.1,68,2022-07-18T00:00:00+00:00,PT60M
6,478,0,478,4,61,2022-07-18T01:00:00+00:00,PT60M
7,547,0.4,545,3.7,58,2022-07-18T02:00:00+00:00,PT60M
8,556,1.6,547,3.4,57,2022-07-18T03:00:00+00:00,PT60M
8,504,5.9,475,3.1,60,2022-07-18T04:00:00+00:00,PT60M
9,398,0,398,2.7,66,2022-07-18T05:00:00+00:00,PT60M
8,248,4,239,2.7,74,2022-07-18T06:00:00+00:00,PT60M
7,82,20.3,61,3.1,84,2022-07-18T07:00:00+00:00,PT60M
5,0,5.2,0,3,95,2022-07-18T08:00:00+00:00,PT60M
4,0,21.1,0,2.3,106,2022-07-18T09:00:00+00:00,PT60M
2,0,31.9,0,1.4,118,2022-07-18T10:00:00+00:00,PT60M
1,0,26.5,0,0.9,130,2022-07-18T11:00:00+00:00,PT60M
1,0,30.1,0,0.7,142,2022-07-18T12:00:00+00:00,PT60M
1,0,35.1,0,0.8,154,2022-07-18T13:00:00+00:00,PT60M
1,0,34.1,0,0.9,163,2022-07-18T14:00:00+00:00,PT60M
1,0,28.8,0,1.3,165,2022-07-18T15:00:00+00:00,PT60M
1,0,17.6,0,1.8,157,2022-07-18T16:00:00+00:00,PT60M
0,0,5.7,0,2.2,146,2022-07-18T17:00:00+00:00,PT60M
-0,0,2.2,0,2.5,134,2022-07-18T18:00:00+00:00,PT60M
-1,0,3.6,0,2.7,122,2022-07-18T19:00:00+00:00,PT60M
-1,0,5.3,0,2.9,110,2022-07-18T20:00:00+00:00,PT60M
-1,0,9.6,0,3.1,98,2022-07-18T21:00:00+00:00,PT60M
-0,39,1.1,39,2.9,87,2022-07-18T22:00:00+00:00,PT60M
2,195,0,195,2.8,77,2022-07-18T23:00:00+00:00,PT60M
4,352,0,352,3.2,68,2022-07-19T00:00:00+00:00,PT60M
6,473,0,473,3.6,61,2022-07-19T01:00:00+00:00,PT60M
8,540,0,540,4.1,57,2022-07-19T02:00:00+00:00,PT60M
9,549,0.5,546,4.5,57,2022-07-19T03:00:00+00:00,PT60M
9,498,7.9,459,4.5,60,2022-07-19T04:00:00+00:00,PT60M
9,394,30.8,272,4.3,66,2022-07-19T05:00:00+00:00,PT60M
8,247,15.8,206,3.9,74,2022-07-19T06:00:00+00:00,PT60M
7,81,12.4,69,3.5,84,2022-07-19T07:00:00+00:00,PT60M
6,0,13,0,3.2,94,2022-07-19T08:00:00+00:00,PT60M
4,0,0,0,3.3,106,2022-07-19T09:00:00+00:00,PT60M
3,0,0,0,2.8,118,2022-07-19T10:00:00+00:00,PT60M
3,0,0,0,2.4,130,2022-07-19T11:00:00+00:00,PT60M
2,0,0,0,2.8,142,2022-07-19T12:00:00+00:00,PT60M
2,0,0,0,3.1,154,2022-07-19T13:00:00+00:00,PT60M
2,0,0.5,0,3.3,163,2022-07-19T14:00:00+00:00,PT60M
2,0,0.8,0,3.4,165,2022-07-19T15:00:00+00:00,PT60M
1,0,4.1,0,3.4,157,2022-07-19T16:00:00+00:00,PT60M
1,0,7.4,0,3.4,146,2022-07-19T17:00:00+00:00,PT60M
1,0,9.1,0,3.4,134,2022-07-19T18:00:00+00:00,PT60M
1,0,0,0,3.4,122,2022-07-19T19:00:00+00:00,PT60M
1,0,5.8,0,3.4,110,2022-07-19T20:00:00+00:00,PT60M
0,0,17.5,0,3.4,98,2022-07-19T21:00:00+00:00,PT60M
1,40,5.9,40,3.5,87,2022-07-19T22:00:00+00:00,PT60M
3,198,0,198,3.4,77,2022-07-19T23:00:00+00:00,PT60M
5,357,0,357,3.4,68,2022-07-20T00:00:00+00:00,PT60M
6,477,0,477,3.9,61,2022-07-20T01:00:00+00:00,PT60M
8,545,3.1,528,4.2,57,2022-07-20T02:00:00+00:00,PT60M
10,555,34.8,362,4,57,2022-07-20T03:00:00+00:00,PT60M
10,503,16.6,418,4,60,2022-07-20T04:00:00+00:00,PT60M
10,397,41.2,236,4,65,2022-07-20T05:00:00+00:00,PT60M
10,249,22.3,186,3.8,74,2022-07-20T06:00:00+00:00,PT60M
9,84,12.6,70,3.6,83,2022-07-20T07:00:00+00:00,PT60M
8,1,3.6,0,3.6,94,2022-07-20T08:00:00+00:00,PT60M
7,0,0,0,3.6,106,2022-07-20T09:00:00+00:00,PT60M
6,0,4.5,0,3.1,118,2022-07-20T10:00:00+00:00,PT60M
6,0,21.7,0,2.9,130,2022-07-20T11:00:00+00:00,PT60M
5,0,2.5,0,3.4,142,2022-07-20T12:00:00+00:00,PT60M
5,0,5.9,0,3.5,154,2022-07-20T13:00:00+00:00,PT60M
5,0,3.2,0,3.4,163,2022-07-20T14:00:00+00:00,PT60M
5,0,12,0,3.4,165,2022-07-20T15:00:00+00:00,PT60M
6,0,2.1,0,3.4,157,2022-07-20T16:00:00+00:00,PT60M
6,0,14.8,0,3.4,146,2022-07-20T17:00:00+00:00,PT60M
6,0,10.7,0,3.4,134,2022-07-20T18:00:00+00:00,PT60M
6,0,10.9,0,3.5,122,2022-07-20T19:00:00+00:00,PT60M
6,0,7.2,0,3.7,110,2022-07-20T20:00:00+00:00,PT60M
6,0,5.6,0,3.9,98,2022-07-20T21:00:00+00:00,PT60M
6,39,33.1,22,3.7,87,2022-07-20T22:00:00+00:00,PT60M
7,194,45.8,110,3.3,77,2022-07-20T23:00:00+00:00,PT60M
7,349,46.5,182,3.8,68,2022-07-21T00:00:00+00:00,PT60M
8,464,59.4,187,4.6,61,2022-07-21T01:00:00+00:00,PT60M
9,531,66.8,177,4.8,57,2022-07-21T02:00:00+00:00,PT60M
10,540,53.9,250,4.7,56,2022-07-21T03:00:00+00:00,PT60M
10,490,82.8,87,4.2,59,2022-07-21T04:00:00+00:00,PT60M
10,388,68.5,117,3.9,65,2022-07-21T05:00:00+00:00,PT60M
10,245,42.7,136,4,74,2022-07-21T06:00:00+00:00,PT60M
10,83,36.2,51,4,83,2022-07-21T07:00:00+00:00,PT60M
9,1,19,1,3.8,94,2022-07-21T08:00:00+00:00,PT60M
8,0,20.1,0,3.9,106,2022-07-21T09:00:00+00:00,PT60M
8,0,13.7,0,3.7,118,2022-07-21T10:00:00+00:00,PT60M
8,0,48.8,0,3.7,130,2022-07-21T11:00:00+00:00,PT60M
8,0,33.1,0,4.1,142,2022-07-21T12:00:00+00:00,PT60M
8,0,22,0,4.1,154,2022-07-21T13:00:00+00:00,PT60M
7,0,22.7,0,3.7,163,2022-07-21T14:00:00+00:00,PT60M
7,0,22.9,0,3.4,164,2022-07-21T15:00:00+00:00,PT60M
7,0,3.7,0,3.2,157,2022-07-21T16:00:00+00:00,PT60M
6,0,13.1,0,3.2,146,2022-07-21T17:00:00+00:00,PT60M
6,0,24.2,0,3.4,134,2022-07-21T18:00:00+00:00,PT60M
6,0,1.9,0,3.5,122,2022-07-21T19:00:00+00:00,PT60M
6,0,3.4,0,3.4,110,2022-07-21T20:00:00+00:00,PT60M
6,0,5.8,0,3.3,98,2022-07-21T21:00:00+00:00,PT60M
7,41,1.1,41,3.3,87,2022-07-21T22:00:00+00:00,PT60M
8,198,0,198,3.8,76,2022-07-21T23:00:00+00:00,PT60M
9,356,0,356,4.6,68,2022-07-22T00:00:00+00:00,PT60M
10,476,1.3,469,5.4,61,2022-07-22T01:00:00+00:00,PT60M
11,542,10.1,487,5.6,57,2022-07-22T02:00:00+00:00,PT60M
12,549,44.1,308,5.5,56,2022-07-22T03:00:00+00:00,PT60M
12,498,46.2,265,5.4,59,2022-07-22T04:00:00+00:00,PT60M
12,393,60.2,152,5.1,65,2022-07-22T05:00:00+00:00,PT60M
12,247,34.2,164,4.2,73,2022-07-22T06:00:00+00:00,PT60M
11,84,46.1,42,3.3,83,2022-07-22T07:00:00+00:00,PT60M
10,1,16.3,1,3,94,2022-07-22T08:00:00+00:00,PT60M
9,0,0,0,3.1,106,2022-07-22T09:00:00+00:00,PT60M
8,0,5.8,0,3,118,2022-07-22T10:00:00+00:00,PT60M
8,0,1.6,0,2.9,130,2022-07-22T11:00:00+00:00,PT60M
7,0,10.6,0,2.8,142,2022-07-22T12:00:00+00:00,PT60M
7,0,5.8,0,2.7,154,2022-07-22T13:00:00+00:00,PT60M
7,0,5.7,0,2.5,163,2022-07-22T14:00:00+00:00,PT60M
7,0,7.4,0,2.6,164,2022-07-22T15:00:00+00:00,PT60M
7,0,42.1,0,2.5,157,2022-07-22T16:00:00+00:00,PT60M
6,0,9,0,2.3,146,2022-07-22T17:00:00+00:00,PT60M
6,0,26.5,0,2.2,134,2022-07-22T18:00:00+00:00,PT60M
6,0,16,0,2.2,122,2022-07-22T19:00:00+00:00,PT60M
6,0,13.3,0,2.2,110,2022-07-22T20:00:00+00:00,PT60M
6,0,40,0,2.3,98,2022-07-22T21:00:00+00:00,PT60M
7,42,25.3,33,2.1,87,2022-07-22T22:00:00+00:00,PT60M
7,198,19.9,156,1.8,76,2022-07-22T23:00:00+00:00,PT60M
8,354,14,304,2.2,67,2022-07-23T00:00:00+00:00,PT60M
9,473,9.6,430,2.8,61,2022-07-23T01:00:00+00:00,PT60M
11,543,7.1,504,2.8,57,2022-07-23T02:00:00+00:00,PT60M
12,553,30.1,387,2.4,56,2022-07-23T03:00:00+00:00,PT60M
12,503,47.4,266,2,59,2022-07-23T04:00:00+00:00,PT60M
12,400,40.1,244,1.6,65,2022-07-23T05:00:00+00:00,PT60M
12,253,38.1,159,1.4,73,2022-07-23T06:00:00+00:00,PT60M
11,88,29.5,64,1.6,83,2022-07-23T07:00:00+00:00,PT60M
9,1,47.2,1,1.7,94,2022-07-23T08:00:00+00:00,PT60M
8,0,54.9,0,1.7,106,2022-07-23T09:00:00+00:00,PT60M
7,0,54.8,0,1.6,118,2022-07-23T10:00:00+00:00,PT60M
7,0,53.1,0,1.5,130,2022-07-23T11:00:00+00:00,PT60M
7,0,58.6,0,1.3,142,2022-07-23T12:00:00+00:00,PT60M
